Identifier,Actual Dates:Duration months,Actual Dates:End Date,Actual Dates:Start Date,Amount Applied For,Amount Awarded,Amount Disbursed,Award Date,Beneficiary Location:0:Country Code,Beneficiary Location:0:Geographic Code,Beneficiary Location:0:Geographic Code Type,Beneficiary Location:0:Name,Beneficiary Location:1:Country Code,Beneficiary Location:1:Geographic Code,Beneficiary Location:1:Geographic Code Type,Beneficiary Location:1:Name,Beneficiary Location:2:Country Code,Beneficiary Location:2:Geographic Code,Beneficiary Location:2:Geographic Code Type,Beneficiary Location:2:Name,Beneficiary Location:3:Country Code,Beneficiary Location:3:Geographic Code,Beneficiary Location:3:Geographic Code Type,Beneficiary Location:3:Name,Beneficiary Location:4:Country Code,Beneficiary Location:4:Geographic Code,Beneficiary Location:4:Geographic Code Type,Beneficiary Location:4:Name,Beneficiary Location:5:Country Code,Beneficiary Location:5:Geographic Code,Beneficiary Location:5:Geographic Code Type,Beneficiary Location:5:Name,Beneficiary Location:6:Country Code,Beneficiary Location:6:Geographic Code,Beneficiary Location:6:Geographic Code Type,Beneficiary Location:6:Name,Beneficiary Location:7:Country Code,Beneficiary Location:7:Geographic Code,Beneficiary Location:7:Geographic Code Type,Beneficiary Location:7:Name,Beneficiary Location:Geographic Code,Beneficiary Location:Geographic Code Type,Beneficiary Location:Name,Currency,Data Source,Description,From An Open Call?,Funding Org:Description,Funding Org:Identifier,Funding Org:Name,Funding Org:Postal Code,Funding Org:Web Address,Grant Programme:Code,Grant Programme:Title,Grant Programme:URL,Last modified,License see note,Planned Dates:Duration (months),Planned Dates:Duration months,Planned Dates:End Date,Planned Dates:Start Date,Publisher:Name,Recipient District,Recipient District Geographic Code,Recipient Org:Charity Number,Recipient Org:Company Number,Recipient Org:Identifier,Recipient Org:Location:0:Geographic Code,Recipient Org:Location:0:Geographic Code Type,Recipient Org:Location:0:Name,Recipient Org:Location:1:Geographic Code,Recipient Org:Location:1:Geographic Code Type,Recipient Org:Location:1:Name,Recipient Org:Location:2:Geographic Code,Recipient Org:Location:2:Geographic Code Type,Recipient Org:Location:2:Name,Recipient Org:Name,Recipient Org:Postal Code,Recipient Region,Recipient Ward,Recipient Ward Geographic Code,Retrieved for use in GrantNav,Title,URL,org_type,postcode,org_income,osward,lsoa11,lat,long,relevant
360G-citybridgetrust-13290,,,,45000.0,40870.0,,2016-07-12,,,,"Kingston,Richmond,Croydon,Ealing,London-wide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,http://1vfva1igmeah9lhs11aj1e1d-wpengine.netdna-ssl.com/wp-content/uploads/2018/05/CBT-360-data-Sept-2013-to-April-2018.xlsx,"£40,870 towards access works at the new Wheatfield Way site, including the total cost of preparing the lift shaft and installing a lift; installing a disabled shower and WC; widening door frames and installing power-assisted doors and installing an infrared induction hearing loop and an evacuation chair.",Yes,,GB-CHC-1035628,City Bridge Trust,,,,Making London More Inclusive,http://www.citybridgetrust.org.uk/what-we-do/grant-making/what-we-fund/making-london-inclusive/,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,,,,City Bridge Trust,Kingston upon Thames London Boro,E09000021,1168320,,GB-CHC-1168320,E09000021,LONB,Kingston,,,,,,,Kingston Samaritans,,London,,E05000408,2018-06-04T13:13:34+00:00,Grant to Kingston Samaritans,http://www.samaritans.org/branches/kingston-upon-thames-samaritans,Charity,KT1 2QS,123863.0,E05000408,E01002968,51.407673,-0.302727,1
360G-CR-1117830,,,,,120000.0,,2015-09-30,GB,E12000007,RGN/GOR,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.comicrelief.com/sites/default/files/downloads/360_Giving_UK.xlsx,Supporting disadvantaged teenage parents to reach their potential ,,,GB-CHC-326568 ,Comic Relief ,,,,Investing in Children and Young People,,,https://creativecommons.org/licenses/by/4.0/,,37.0,2019-02-18T00:00:00+00:00,2016-01-18T00:00:00+00:00,Comic Relief,Kingston upon Thames London Boro,E09000021,1101726,4978681,GB-COH-04978681,E12000007,RGN/GOR,London,E09000021,LAD,Kingston upon Thames,,,,Straight Talking Peer Education ,,London,,E05000540,2018-06-04T13:14:01+00:00,Supporting disadvantaged teenage parents to reach their potential ,,Charity,SE1 6TE,352813.0,E05000540,E01032720,51.494303,-0.099665,1
360G-citybridgetrust-12931,,,,1500.0,2300.0,,2016-05-24,,E09000021,LONB,Kingston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,http://1vfva1igmeah9lhs11aj1e1d-wpengine.netdna-ssl.com/wp-content/uploads/2018/05/CBT-360-data-Sept-2013-to-April-2018.xlsx,"£2,300 towards an access audit for the main church building and church hall of St John the Evangelist Church in Kingston.",Yes,,GB-CHC-1035628,City Bridge Trust,,,,Making London More Inclusive,http://www.citybridgetrust.org.uk/what-we-do/grant-making/what-we-fund/making-london-inclusive/,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,,,,City Bridge Trust,Kingston upon Thames London Boro,E09000021,,,360G-citybridgetrust-10090,E09000021,LONB,Kingston,,,,,,,"St John the Evangelist Church, Kingston",,London,,,2018-06-04T13:13:34+00:00,"Grant to St John the Evangelist Church, Kingston",http://www.stjohnskingston.co.uk,Place of Worship,,,,,,,1
360G-nesta-00624000005tNfZ,,,,,100000.0,100000.0,2014-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.nesta.org.uk/documents/700/360Giving_data_export_01_05_18_1.xlsx,Helping in Hospitals programme grant to Kingston Hospital NHS Foundation Trust Grant Ref AC30005,,,GB-CHC-1144091,Nesta,,,,Helping in Hospitals,http://www.nesta.org.uk/project/helping-hospitals,,https://creativecommons.org/licenses/by/4.0/,,19.0,2016-03-08T00:00:00+00:00,2014-08-15T00:00:00+00:00,Nesta,Kingston upon Thames London Boro,E09000021,,,GB-COH-00000n/a,,,,,,,,,,Kingston Hospital NHS Foundation Trust,KT2 7QB,London,Coombe Hill Ward,E05000406,2018-06-04T13:15:17+00:00,AC30005,http://www.kingstonhospital.nhs.uk/,NHS,KT2 7QB,,E05000406,E01002954,51.414285,-0.28309,0
360G-blf-AVR_1_010114844,,,,300.0,300.0,,2004-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,A Second World War Veteran from Surrey has been awarded a grant towards travel costs for a commemorative visit to France in July of this year.,,,360G-blf,The Big Lottery Fund,,,AVR1,Heroes Return,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2004-06-16,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-58F3847E-EAC0-40FF-9444-8C28B345D113,E05000405,,Chessington South,E09000021,,Kingston upon Thames,,,,This is a programme for individual veterans as opposed to organisaitons,,London,Chessington South Ward,E05000405,2018-06-04T09:08:02+00:00,Heroes Return,,Individual,,,,,,,0
360G-blf-A4E_3_010123761,,,,5000.0,5000.0,,2004-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,This group works to provide information and advice to the people of Kingston. The group run guest speaker programmes and hold meetings every 4 to 6 weeks. The group want to provide information in community language and target a membership drive at BME groups in the area and the award will go towards the salary of a support worker.,,,360G-blf,The Big Lottery Fund,,,A4E3,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2004-09-08,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,298975,,GB-CHC-298975,E05000403,,Canbury,E09000021,,Kingston upon Thames,,,,Shout- Kingston Self- Advocacy Group SHOUT,,London,Canbury Ward,E05000403,2018-06-04T09:08:02+00:00,Increase Membership,,Charity,,,,,,,0
360G-blf-0031029502,,,,,261987.0,,2015-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/open_data_2015_2017.xlsx,"This project is a continuation and development that will provide support to people living in Kingston-upon-Thames who have been bereaved and are struggling to re-engage with their lives. The project will continue to offer counselling to those experiencing emotional and psychological distress as a result of bereavement, which is impacting upon their ability to work, affects relationships and results in them becoming more isolated.",,,360G-blf,The Big Lottery Fund,,,RC5,Reaching Communities,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,48.0,2020-03-01T00:00:00+00:00,2016-03-01T00:00:00+00:00,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1160983,,GB-CHC-1160983,E05000403,,Canbury,E09000021,,Kingston upon Thames,,,,Kingston Bereavement Service,,London,Canbury Ward,E05000403,2018-06-04T08:59:31+00:00,Adult Bereavement Service Project,,Charity,KT2 6LQ,199467.0,E05000403,E01002937,51.413579,-0.295138,1
360G-blf-0031031294,,,,,414767.0,,2016-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/open_data_2015_2017.xlsx,"The aim of this expansion project is to prevent teenage parenthood through the delivery of peer education courses in schools across Haringey, Islington, Hackney, Enfield and Waltham Forest. The project will recruit, train and employ socially-excluded teenage mothers and young fathers as peer educators to deliver courses in secondary schools.",,,360G-blf,The Big Lottery Fund,,,RC5,Reaching Communities,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,48.0,2020-05-01T00:00:00+00:00,2016-05-01T00:00:00+00:00,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1101726,4978681,GB-CHC-1101726,E05000403,,Canbury,E09000021,,Kingston upon Thames,,,,Straight Talking,,London,Canbury Ward,E05000403,2018-06-04T08:59:31+00:00,Teenage Parenthood Peer Education (North London Scheme),,Charity - National,SE1 6TE,352813.0,E05000540,E01032720,51.494303,-0.099665,0
360G-woodward:WCT796,,,,,1000.0,,2006-06-27,GB,,,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,http://ods.sfct.org.uk/OpenDataService/sfct360givingfeed.aspx?trust=GB-CHC-299963,Towards training for 20 volunteers to help teach English as a second language to those people who cannot access formal classes,,,GB-CHC-299963,Woodward Charitable Trust,,,,,,,https://creativecommons.org/licenses/by/4.0/,,,,,Woodward Charitable Trust,Kingston upon Thames London Boro,E09000021,1153425,,GB-CHC-1057008,,,,,,,,,,Learn English at Home,KT2 6LX,London,Canbury Ward,E05000403,2018-06-04T13:22:22+00:00,Training for 20 volunteers to help teach English ,,Charity,KT2 6LX,208355.0,E05000403,E01033569,51.412991,-0.298597,0
360G-blf-0030138973,,,,164235.0,153245.0,,2004-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"The project will provide an outreach service to drug users on the streets of Portsmouth. Many drug users are homeless or are at risk of becoming homeless because of their addiction. Acting as a link between a range of drug services, this project encourages the rehabilitation of its users by putting the onus on them to make contact. It uses a mentoring approach to enable beneficiaries to improve their physical and psychological health, and quality of life.",,,360G-blf,The Big Lottery Fund,,,MK1,Large Projects,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,35.0,,2005-01-01,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1061582,3306337,GB-CHC-1061582,E05000412,,St. Mark's,E09000021,,Kingston upon Thames,,,,Cranstoun Drug Services,,London,St. Mark's Ward,E05000412,2018-06-04T09:08:02+00:00,The Portsmouth Outreach Referral Treatment Access Service (PORTAS),,Charity,KT10 9AD,19560000.0,E05011076,E01030310,51.376729,-0.35442,0
360G-blf-0030127494,,,,62000.0,62000.0,,2004-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,A Transitions Scheme project which engages year 6 young people in activities to develop their self asteem and confidence,,,360G-blf,The Big Lottery Fund,,,EEX1,Extended Schools,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,48.0,,2005-06-13,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-org-RoyalBoroughofKingstonUponThamesPublicSector:LocalAuthority1052001,E05000415,,Tudor,E09000021,,Kingston upon Thames,,,,Royal Borough of Kingston Upon Thames,,London,Tudor Ward,E05000415,2018-06-04T09:08:02+00:00,Kingston upon Thames LEA,,Government,,,,,,,0
360G-blf-0031045590,,,,,9700.0,,2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/open_data_2015_2017.xlsx,"This is a project by a community organisation in Merton, serving beneficiaries in Kingston upon Thames. The group will use the funding to deliver a series of art support sessions that will focus upon young people who are not in education, employment or training. This will improve levels of self-esteem and enhance the confidence of people who have a range of complex needs.  ",,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,2018-04-07T00:00:00+00:00,2017-04-07T00:00:00+00:00,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,8878185,GB-COH-08878185,E05000408,,Grove,E09000021,,Kingston upon Thames,,,,Achieving for Children,,London,Grove Ward,E05000408,2018-06-04T08:59:31+00:00,Creative Magic Minds,,Charity,,,,,,,1
360G-blf-AHF_1_010140005,,,,1750.0,1750.0,,2004-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"This branch of the registered charity would use an award to celebrate the end of WW2 by organising a social event with Beating of Retreat by a local youth band, followed by an end of the war theme activity in which the meal would be an updated version of a wartime menu followed by dancing with music from the era (i.e. Glenn Miller).",,,360G-blf,The Big Lottery Fund,,,AHF1,Home Front Recall,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2004-12-08,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1069080,,GB-CHC-1069080,E05000411,,St. James,E09000021,,Kingston upon Thames,,,,Royal Naval Association Kingston upon Thames Branch,,London,St. James Ward,E05000411,2018-06-04T09:08:02+00:00,Reunion to celebrate end of WW2,,Charity,KT3 5HF,775.0,E05000411,E01002986,51.394538,-0.267241,0
360G-blf-0030037225,,,,5000.0,5000.0,,2005-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"This organisation promotes the work and inclusion of deaf and disabled artists in Surrey. Following a successful pilot project it will carry out a programme called 'Mental health and mental wealth' for people with mental health problems.  Over 36 weeks they will be able to take part in workshops and field trips to London and the Surrey Hills, with a finale showcase exhibition.",,,360G-blf,The Big Lottery Fund,,,A4E3,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2005-03-29,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-org-SurreyIntergratedArtsConsortiumCharity:CharitableUnincorporatedAssociation1112001,E05000408,,Grove,E09000021,,Kingston upon Thames,,,,Surrey Intergrated  Arts Consortium,,London,Grove Ward,E05000408,2018-06-04T09:08:02+00:00,Mental health & mental wealth,,Charity,,,,,,,0
360G-blf-0030084053,,,,70014.0,70014.0,,2005-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,This revenue grant will promote the use of the PE and Sports facilities built through Surrey County Council's portfolio of projects to the wider adult community. Activities will particularly focus on engaging users from disadvantaged groups.,,,360G-blf,The Big Lottery Fund,,,EPE1,New Opportunities for PE and Sport,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,23.0,,2005-08-01,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-org-SurreyCountyCouncilPublicSector:LocalAuthority162007,E05000408,,Grove,E09000021,,Kingston upon Thames,,,,Surrey County Council,,London,Grove Ward,E05000408,2018-06-04T09:08:02+00:00,Revenue Grant,,Government,,,,,,,0
360G-LBFEW-117201,,,,,74534.0,,2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.lloydsbankfoundation.org.uk/360_giving_LBFEW_2010_2017.xlsx,"Kingston Carers' Network is requesting funding to provide specialist support to carers for people with dementia through diagnosis and hospital discharge. It includes information, advice and advocacy and programmes of support for the carers",Yes,,GB-CHC-327114,Lloyds Bank Foundation for England and Wales,,,,04 Invest South,,,https://creativecommons.org/licenses/by/4.0/,,36.0,2021-01-31,2018-02-01,Lloyds Bank Foundation,Kingston upon Thames London Boro,E09000021,1151456,,GB-CHC-1151456,,,,,,,,,,Kingston Carers' Network,KT6 7HF,London,Tolworth and Hook Rise Ward,E05000414,2018-06-04T13:14:55+00:00,Grant to Kingston Carers' Network,http://www.kingstoncarers.org.uk,Charity,KT6 7HF,547026.0,E05000414,E01003003,51.382131,-0.285262,1
360G-LBFEW-79980,,,,,20000.0,,2010-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.lloydsbankfoundation.org.uk/360_giving_LBFEW_2010_2017.xlsx,the salary of the Saying Goodbye Project Co-ordinator in relation to direct work supporting bereaved children and their families,Yes,,GB-CHC-327114,Lloyds Bank Foundation for England and Wales,,,,ZSCSWL - Community,,,https://creativecommons.org/licenses/by/4.0/,,24.0,2012-06-23,2010-06-23,Lloyds Bank Foundation,Kingston upon Thames London Boro,E09000021,299430,,GB-CHC-299430,,,,,,,,,,Kingston Bereavement Service - Surrey,KT2 6LQ,London,Canbury Ward,E05000403,2018-06-04T13:14:55+00:00,Grant to Kingston Bereavement Service - Surrey,http://www.kingstonbereavementservice.org.uk,Charity,KT2 6LQ,199467.0,E05000403,E01002937,51.413579,-0.295138,0
360G-COOPGROUP-924,,,,,1178.5,,2017-08-04,,KT4,PD,KT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.coop.co.uk/downloads/causes-data-2017.csv,"Enabling young children to explore and learn through play, developing skills to prepare them for Nursery or Reception.",,,GB-COH-IP00525R,Co-operative Group,,,,,,,https://creativecommons.org/licenses/by-sa/4.0/,,,,,Co-operative Group,Kingston upon Thames London Boro,E09000021,1030956,,GB-CHC-1030956,,,,,,,,,,Plough Green Pre-school,KT4 7NY,London,Old Malden Ward,E05000410,2018-06-04T13:13:36+00:00,Grant to Plough Green Pre-school,,Pre School,KT4 7NY,102689.0,E05000410,E01002978,51.382992,-0.249728,0
360G-blf-AVR_1_010143946,,,,525.0,525.0,,2005-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,A Second World War Veteran from Surrey has been awarded a grant towards travel costs for a commemorative visit to Holland in April of this year. Funding has also been provided for a spouse to travel with the Veteran.,,,360G-blf,The Big Lottery Fund,,,AVR1,Heroes Return,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2005-02-23,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-B8E9AA5A-B037-4FFB-926E-C03ACBC2FA2D,E05000404,,Chessington North and Hook,E09000021,,Kingston upon Thames,,,,This is a programme for individual veterans as opposed to organisaitons,,London,Chessington North and Hook Ward,E05000404,2018-06-04T09:08:02+00:00,Heroes Return,,Individual,,,,,,,0
360G-blf-0030137527,,,,94070.0,90287.0,,2005-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"The project will provide services for drug users, including treatment, advice and information for children and young people.",,,360G-blf,The Big Lottery Fund,,,MK1,Large Projects,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,24.0,,2006-07-24,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1061582,3306337,GB-CHC-1061582,E05000412,,St. Mark's,E09000021,,Kingston upon Thames,,,,Cranstoun Drug Services,,London,St. Mark's Ward,E05000412,2018-06-04T09:08:02+00:00,Young Peoples Outreach Team,,Charity,KT10 9AD,19560000.0,E05011076,E01030310,51.376729,-0.35442,0
360G-blf-0030123184,,,,31310.0,31310.0,,2005-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"Young people from junior, senior schools and colleges will participate in and deliver for one another, activities focused upon the St John's School Air Raid Shelter and its murals.  A partnership of education providers and volunteer and professional heritage organisations will support the young people by creating learning resources and promoting links between young people and those who lived through the Second World War through oral history, orginal objects, written testimony, the shelter and its murals.",,,360G-blf,The Big Lottery Fund,,,EVT1,Their Past Your Future,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2005-10-10,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-org-SurreyCountyCouncilPublicSector:LocalAuthority162007,E05000408,,Grove,E09000021,,Kingston upon Thames,,,,Surrey County Council,,London,Grove Ward,E05000408,2018-06-04T09:08:02+00:00,Air Raid Artists,,Government,,,,,,,0
